movie_title,release_date,total_gross,inflation_adjusted_gross,release_year,genre_Action,genre_Adventure,genre_Black Comedy,genre_Comedy,genre_Concert/Performance,genre_Documentary,genre_Drama,genre_Horror,genre_Musical,genre_Other,genre_Romantic Comedy,genre_Thriller/Suspense,genre_Western,mpaa_rating_G,mpaa_rating_Not Rated,mpaa_rating_PG,mpaa_rating_PG-13,mpaa_rating_R
A Goofy Movie,1995-04-07,35336439,68479579,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
While You Were Sleeping,1995-04-21,81057016,157082900,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Crimson Tide,1995-05-12,91387195,177102077,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mad Love,1995-05-26,15446532,29934306,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pocahontas,1995-06-10,141579773,274370957,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Judge Dredd,1995-06-30,34687912,67222776,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Operation Dumbo Drop,1995-07-28,24670346,47809421,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dangerous Minds,1995-08-11,84919401,164552293,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
A Kid in King Arthur's Court,1995-08-11,13406717,25981285,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Tie That Binds,1995-09-08,5762795,11167895,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Unstrung Heroes,1995-09-15,7929000,15365850,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Big Green,1995-09-29,17736619,34372339,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dead Presidents,1995-10-04,24120194,46741467,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Scarlet Letter,1995-10-13,10359006,20075033,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Feast of July,1995-10-13,293274,568342,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Powder,1995-10-27,30833914,59727216,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Toy Story,1995-11-22,191796233,370409631,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Father of the Bride Part II,1995-12-08,76578911,147658438,1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nixon,1995-12-20,13668249,26302005,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tom and Huck,1995-12-22,23837227,45911517,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Holland's Opus,1995-12-29,82582604,157508868,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
White Squall,1996-02-02,10229300,19509726,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Muppet Treasure Island,1996-02-16,34327391,65470567,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mr. Wrong,1996-02-16,12805071,24422334,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Before and After,1996-02-23,8642118,16482589,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Up Close & Personal,1996-03-01,51045801,97356578,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Homeward Bound II: Lost in San Franc…,1996-03-08,32709423,62384706,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Two Much,1996-03-15,1078555,2057055,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Un indien dans la ville,1996-03-22,1029731,1963937,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
James and the Giant Peach,1996-04-12,28921264,55159783,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Celtic Pride,1996-04-19,9240378,17623615,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Last Dance,1996-05-03,5857534,11171714,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Boys,1996-05-10,21930418,41826566,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Spy Hard,1996-05-24,26936265,51373912,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eddie,1996-05-31,31369401,59828966,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Rock,1996-06-07,134069511,255702705,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Hunchback of Notre Dame,1996-06-21,100138851,190988799,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phenomenon,1996-07-05,104636382,199559799,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Kazaam,1996-07-17,18880508,36009655,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack,1996-08-09,58617334,111792852,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
First Kid,1996-08-30,26465920,50465108,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Rich Man's Wife,1996-09-13,8538318,16284619,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
D3: The Mighty Ducks,1996-10-04,22936273,43713554,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Associate,1996-10-25,12772657,24333094,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ransom,1996-11-08,136492681,259807820,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The War at Home,1996-11-20,34368,65543,1996,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
101 Dalmatians,1996-11-27,136189294,258728898,1996,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Preacher's Wife,1996-12-13,48102795,91076877,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Evita,1996-12-25,50047179,92077628,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Metro,1997-01-17,32017895,58804106,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prefontaine,1997-01-24,590817,1085093,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Shadow Conspiracy,1997-01-31,2154540,3957025,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
That Darn Cat,1997-02-14,18301828,33613158,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jungle 2 Jungle,1997-03-07,59925026,110058379,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sixth Man,1997-03-28,14765099,27117599,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Grosse Pointe Blank,1997-04-11,28084357,51579764,1997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Romy and Michele's High School Reunion,1997-04-25,29235353,53693680,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gone Fishin',1997-05-30,19745922,36265379,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Con Air,1997-06-06,101117573,185712664,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hercules,1997-06-13,99112101,182029412,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
George Of The Jungle,1997-07-16,105263257,193326632,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nothing To Lose,1997-07-18,44480039,81692095,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Air Bud,1997-08-01,24646936,45266588,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
G.I. Jane,1997-08-22,48169156,88467531,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
A Thousand Acres,1997-09-19,7928412,14561324,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Washington Square,1997-10-05,1775644,3257546,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Rocket Man,1997-10-10,15448043,28371890,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Playing God,1997-10-17,4166918,7652965,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Flubber,1997-11-26,92993801,170406423,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
An American Werewolf in Paris,1997-12-25,26570463,48546161,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mr. Magoo,1997-12-25,21437192,39145784,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kundun,1997-12-25,5686694,10236836,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Deep Rising,1998-01-30,11203026,20136775,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Krippendorf's Tribe,1998-02-27,7571115,13608633,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
An Alan Smithee Film: Burn Hollywood …,1998-02-27,45779,82277,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Meet the Deedles,1998-03-27,4356126,7829877,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
He Got Game,1998-05-01,21567853,38766948,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Horse Whisperer,1998-05-15,75383563,135497531,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Six Days, Seven Nights",1998-06-12,74339294,133620516,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Mulan,1998-06-19,120620254,216807832,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Armageddon,1998-07-01,201578182,362324957,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jane Austen's Mafia,1998-07-24,19843795,35668055,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Parent Trap,1998-07-29,66308518,119185667,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Firelight,1998-09-04,784419,1409943,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Simon Birch,1998-09-11,18253415,32809442,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Holy Man,1998-10-09,12069719,21694605,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beloved,1998-10-16,22852487,41062682,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Waterboy,1998-11-06,161491646,288691833,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I'll Be Home For Christmas,1998-11-13,12214338,21941840,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Bug's Life,1998-11-20,162798565,288981698,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Enemy of the State,1998-11-20,111549836,198472008,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rushmore,1998-12-11,17105219,28392518,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Civil Action,1998-12-25,56709981,94139530,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Mighty Joe Young,1998-12-25,50632037,87906042,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Favorite Martian,1999-02-12,36850101,61150849,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Other Sister,1999-02-26,27807627,46145331,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Doug's 1st Movie,1999-03-26,19421271,32228598,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ten Things I Hate About You,1999-03-31,38177966,63354375,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Endurance,1999-05-14,229128,380218,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Instinct,1999-06-04,34105207,56595842,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tarzan,1999-06-16,171091819,283900254,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Summer of Sam,1999-07-02,19288130,32007656,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Inspector Gadget,1999-07-23,97387965,161610341,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sixth Sense,1999-08-06,293506292,485424724,1999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The 13th Warrior,1999-08-27,32698899,54262148,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Breakfast of Champions,1999-09-17,178287,295851,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mumford,1999-09-24,4559569,7566363,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mystery, Alaska",1999-10-01,8891623,14755189,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Straight Story,1999-10-15,6197866,10111144,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Insider,1999-11-05,28965197,47794214,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Toy Story 2,1999-11-19,245852179,404450426,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cradle Will Rock,1999-12-08,2899970,4609153,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Deuce Bigalow: Male Gigolo,1999-12-10,65535067,106921374,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bicentennial Man,1999-12-17,58220776,94838225,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Play it to the Bone,1999-12-24,8427204,13180524,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fantasia 2000 (IMAX),2000-01-01,60507228,94852354,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Gun Shy,2000-02-04,1638202,2562155,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Tigger Movie,2000-02-11,45542421,71228678,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mission to Mars,2000-03-10,60874615,95208344,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
High Fidelity,2000-03-31,27277055,42661516,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keeping the Faith,2000-04-14,37036404,57925202,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Dinosaur,2000-05-19,137748063,215438985,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shanghai Noon,2000-05-26,56932305,89042541,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gone in 60 Seconds,2000-06-09,101643008,158970411,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fantasia 2000 (Theatrical Release),2000-06-16,9103630,14238144,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
The Kid,2000-07-07,69688384,108993148,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coyote Ugly,2000-08-04,60786269,95070168,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Crew,2000-08-25,13019253,20362201,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Duets,2000-09-15,4734235,7404372,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Remember the Titans,2000-09-29,115654751,180742479,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Unbreakable,2000-11-22,94999143,148208901,2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
102 Dalmatians,2000-11-22,66941559,104055039,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Emperor's New Groove,2000-12-15,89296573,136789252,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"O Brother, Where Art Thou?",2000-12-22,45506619,67922002,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Double Take,2001-01-12,29823162,44418589,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Recess: School's Out,2001-02-16,36696761,54656124,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Just Visiting,2001-04-06,4777007,7114869,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pearl Harbor,2001-05-25,198539855,295705112,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Atlantis: The Lost Empire,2001-06-08,84052762,125188122,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
crazy/beautiful,2001-06-29,16929123,25214223,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Princess Diaries,2001-08-03,108244774,161218928,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bubble Boy,2001-08-24,5002310,7450434,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Max Keeble's Big Move,2001-10-05,17292381,25749730,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Corky Romano,2001-10-12,23978402,35705805,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
High Heels and Low Lifes,2001-10-26,226792,337782,2001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Monsters, Inc.",2001-11-02,289423425,416073179,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Out Cold,2001-11-21,13906394,20700691,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Royal Tenenbaums,2001-12-14,52353636,76758193,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beauty and the Beast (IMAX),2002-01-01,25487028,36980311,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Snow Dogs,2002-01-18,81150692,117745317,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Count of Monte Cristo,2002-01-25,54228104,78682079,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Peter Pan: Return to Neverland,2002-02-15,48430258,70269715,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reign of Fire,2002-02-19,43061982,62480631,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sorority Boys,2002-03-22,10198766,14797862,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Rookie,2002-03-29,75600072,109691666,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Big Trouble,2002-04-05,7262288,10537188,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ESPN's Ultimate X - The Movie,2002-05-10,4197175,6089874,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bad Company,2002-06-07,30157016,43756218,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lilo & Stitch,2002-06-21,145771527,211506702,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Country Bears,2002-07-26,16988996,24650121,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Signs,2002-08-02,227965690,330754439,2002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sen to Chihiro no Kamikakushi,2002-09-20,10049886,14338992,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sweet Home Alabama,2002-09-27,127214072,184521151,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moonlight Mile,2002-09-27,6830957,9909094,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Tuck Everlasting,2002-10-11,19161999,27789959,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Santa Clause 2,2002-11-01,139225854,201959095,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Treasure Planet,2002-11-27,38120554,55189145,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hot Chick,2002-12-13,35081550,50624654,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25th Hour,2002-12-19,13084595,18325463,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Recruit,2003-01-31,52784696,73793522,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Shanghai Knights,2003-02-07,60470220,84537962,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Jungle Book 2,2003-02-14,47901582,66966883,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bringing Down the House,2003-03-07,132675402,185481530,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Piglet's Big Movie,2003-03-21,23103423,32298812,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ghosts of the Abyss,2003-04-11,17093668,23803108,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Holes,2003-04-18,67383924,94203395,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Lizzie McGuire Movie,2003-05-02,42734455,59743191,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Finding Nemo,2003-05-30,380529370,518148559,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pirates of the Caribbean: The Curse o…,2003-07-09,305411224,426967926,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Freaky Friday,2003-08-06,110222438,154090360,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Open Range,2003-08-15,58331254,81547672,2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Cold Creek Manor,2003-09-19,21384035,29895090,2003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Under the Tuscan Sun,2003-09-26,43601508,60944053,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Veronica Guerin,2003-10-17,1569918,2194759,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Brother Bear,2003-10-24,85336277,119218333,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Haunted Mansion,2003-11-26,75817994,105775678,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Calendar Girls,2003-12-19,31011616,42379650,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Young Black Stallion,2003-12-25,6751389,9254344,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Teacher's Pet: The Movie,2004-01-16,6491969,8812764,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miracle,2004-02-06,64378093,87392478,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Confessions of a Teenage Drama Queen,2004-02-20,29331068,39816568,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hidalgo,2004-03-05,67286731,91340921,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Ladykillers,2004-03-26,39692139,53881593,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Home on the Range,2004-04-02,50026353,67910166,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Alamo,2004-04-09,22406362,30416359,2004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Raising Helen,2004-05-28,37485528,50886144,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Around the World in 80 Days,2004-06-16,24004159,32585356,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
America's Heart and Soul,2004-07-02,314000,426246,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
King Arthur,2004-07-07,51877963,70423706,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Village,2004-07-30,114197520,155021748,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Princess Diaries 2: Royal Engagement,2004-08-11,95149435,129164207,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Mr. 3000,2004-09-17,21800302,29593641,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Last Shot,2004-09-24,463730,629502,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ladder 49,2004-10-01,74541707,101161045,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Incredibles,2004-11-05,261441092,354488708,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
National Treasure,2004-11-19,173005002,234069353,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Life Aquatic with Steve Zissou,2004-12-10,24006726,32198655,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aliens of the Deep,2005-01-28,8968684,11740942,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pooh's Heffalump Movie,2005-02-11,18098433,23801835,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Pacifier,2005-03-04,113006880,148619029,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ice Princess,2005-03-18,24381334,32064685,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Lot Like Love,2005-04-22,21835784,28716947,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Hitchhiker's Guide to the Galaxy,2005-04-29,51019112,67096891,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hauru no ugoku shiro,2005-06-10,4710455,6194870,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Herbie: Fully Loaded,2005-06-22,66010682,86812798,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dark Water,2005-07-08,25473093,33500491,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Sky High,2005-07-29,63939454,84088854,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Valiant,2005-08-19,19478106,25616292,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Flightplan,2005-09-23,89706988,117960425,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Greatest Game Ever Played,2005-09-30,15331289,20162672,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
